symbol,date,title,description,url
MORF,2023-03-29 20:26:09+00:00,El abogado de Lucas Benvenuto habló la posibilidad de un “juicio de la verdad” contra Jey Mammon,El representante legal del joven que denunció al exconductor de Telefe respondió al reciente descargo que hizo en sus redes sociales,https://www.lanacion.com.ar/espectaculos/el-abogado-de-lucas-benvenuto-hablo-la-posibilidad-de-un-juicio-de-la-verdad-contra-jey-mammon-nid29032023/
MORF,2023-04-01 16:30:49+00:00,Hololive Announces New Holostars Tempus ‘Members’ for April Fools’ 2023,"As part of the various Hololive April Fools’ Day 2023 activities, there will be a “new” Holostars Tempus group. At 6pm PT/9pm ET on April 1, 2023, four Vtubers will debut. They will be Justa Worm, Morf LeRosh, CL0PB0T, and Gorira Manager. The new personalitie…",https://www.siliconera.com/hololive-announces-new-holostars-tempus-members-for-april-fools-2023/
MORF,2023-04-08 00:00:00+00:00,MOZ/ENL complex is a recruiting factor of leukemic AF10 fusion proteins,"Altered transcriptional machinery promotes aberrant self-renewal of non-stem hematopoietic progenitors. Here the authors show that AF10 fusion proteins cause aberrant self-renewal via ENL, which promotes leukemic transformation by binding to MOZ/MORF lysine a…",https://www.nature.com/articles/s41467-023-37712-5
MORF,2023-04-10 11:47:25+00:00,Cheater und Match-Fixing-Ring enttarnt? Dota 2 versinkt im Chaos,"Es ist ein Sturm aufgezogen über Dota 2. Im Mittelpunkt stehen der russische Blogger 'Morf', zahlreiche eSport-Teams und mehrere Gruppierungen, die einen ganzen eSport zu manipulieren scheinen.",https://www.kicker.de/cheater-und-match-fixing-ring-enttarnt-dota-2-versinkt-im-chaos-946102/artikel
MORF,2023-04-12 11:06:16+00:00,"""Mir fehlte das Geld zum Leben"": Dota-2-Profi gesteht unlautere Wetten",Ein möglicher Wettskandal erschüttert derzeit den Dota-2-eSport. Als Folge jüngster Enthüllungen trennte sich HYDRA von 'Lefitan' - der sich nun zu den Vorwürfen äußerte.,https://www.kicker.de/mir-fehlte-das-geld-zum-leben-dota-2-profi-gesteht-unlautere-wetten-946412/artikel
MORF,2023-04-17 17:00:00+00:00,"DelveInsight Highlights Major Advances, Transformative Therapies, and 80+ Leading Players Wheeling the Crohn's Disease Pipeline Landscape","Crohn’s disease’s prevalence has been rising over the past few years, prompting the growing demand for treatment options. The increasing prevalence of Crohn’s disease and the growing research and development activities to develop novel therapies to treat Croh…",https://www.globenewswire.com/news-release/2023/04/17/2648332/0/en/DelveInsight-Highlights-Major-Advances-Transformative-Therapies-and-80-Leading-Players-Wheeling-the-Crohn-s-Disease-Pipeline-Landscape.html
MORF,2023-04-17 17:00:00+00:00,"DelveInsight Highlights Major Advances, Transformative Therapies, and 80+ Leading Players Wheeling the Crohn's Disease Pipeline Landscape","Crohn’s disease’s prevalence has been rising over the past few years, prompting the growing demand for treatment options. The increasing prevalence of...",https://finance.yahoo.com/news/delveinsight-highlights-major-advances-transformative-170000148.html
