Date,Open,High,Low,Close,Adj Close,Volume
2023-03-21,42.689998626708984,42.689998626708984,40.22999954223633,40.31999969482422,40.31999969482422,397600
2023-03-22,39.970001220703125,40.279998779296875,38.38999938964844,38.470001220703125,38.470001220703125,332800
2023-03-23,38.88999938964844,39.04999923706055,36.279998779296875,37.630001068115234,37.630001068115234,544600
2023-03-24,37.33000183105469,37.63999938964844,35.88999938964844,37.220001220703125,37.220001220703125,570200
2023-03-27,37.689998626708984,38.68000030517578,37.125,37.56999969482422,37.56999969482422,341900
2023-03-28,37.150001525878906,37.849998474121094,37.07500076293945,37.41999816894531,37.41999816894531,486200
2023-03-29,37.91999816894531,38.5,37.540000915527344,37.88999938964844,37.88999938964844,255700
2023-03-30,38.0,38.369998931884766,36.65999984741211,37.27000045776367,37.27000045776367,331300
2023-03-31,37.56999969482422,38.5,37.31999969482422,37.63999938964844,37.63999938964844,288100
2023-04-03,37.58000183105469,38.33000183105469,37.22999954223633,37.970001220703125,37.970001220703125,167100
2023-04-04,38.2400016784668,38.2400016784668,35.37200164794922,35.970001220703125,35.970001220703125,254500
2023-04-05,35.54999923706055,35.97999954223633,34.720001220703125,34.790000915527344,34.790000915527344,297500
2023-04-06,34.650001525878906,35.334999084472656,33.939998626708984,34.33000183105469,34.33000183105469,342100
2023-04-10,34.0,35.529998779296875,33.91999816894531,35.279998779296875,35.279998779296875,446600
2023-04-11,35.31999969482422,35.755001068115234,34.400001525878906,35.560001373291016,35.560001373291016,273500
2023-04-12,35.90999984741211,36.16999816894531,34.81999969482422,35.66999816894531,35.66999816894531,259000
2023-04-13,35.83000183105469,37.529998779296875,35.55500030517578,36.43000030517578,36.43000030517578,256700
2023-04-14,36.400001525878906,36.43000030517578,34.56999969482422,34.63999938964844,34.63999938964844,230400
