Date,Open,High,Low,Close,Adj Close,Volume
2023-03-21,0.6880000233650208,0.7369999885559082,0.6800000071525574,0.7260000109672546,0.7260000109672546,6139000
2023-03-22,0.7210000157356262,0.7319999933242798,0.699999988079071,0.7080000042915344,0.7080000042915344,2390700
2023-03-23,0.7200000286102295,0.7300000190734863,0.6930000185966492,0.7059999704360962,0.7059999704360962,1886700
2023-03-24,0.7009999752044678,0.7099999785423279,0.6899999976158142,0.7049999833106995,0.7049999833106995,1939100
2023-03-27,0.703000009059906,0.7070000171661377,0.6800000071525574,0.7070000171661377,0.7070000171661377,2191500
2023-03-28,0.699999988079071,0.7099999785423279,0.671999990940094,0.6779999732971191,0.6779999732971191,2013100
2023-03-29,0.6869999766349792,0.6940000057220459,0.6700000166893005,0.6869999766349792,0.6869999766349792,2405100
2023-03-30,0.6930000185966492,0.6990000009536743,0.6549999713897705,0.6650000214576721,0.6650000214576721,5424600
2023-03-31,0.6800000071525574,0.7200000286102295,0.6700000166893005,0.6970000267028809,0.6970000267028809,4815000
2023-04-03,0.699999988079071,0.7099999785423279,0.6610000133514404,0.6700000166893005,0.6700000166893005,5227500
2023-04-04,0.6710000038146973,0.675000011920929,0.6549999713897705,0.6660000085830688,0.6660000085830688,3042000
2023-04-05,0.6620000004768372,0.6650000214576721,0.6330000162124634,0.6470000147819519,0.6470000147819519,2572300
2023-04-06,0.6499999761581421,0.6629999876022339,0.6299999952316284,0.6549999713897705,0.6549999713897705,3019200
2023-04-10,0.6499999761581421,0.6660000085830688,0.6399999856948853,0.6600000262260437,0.6600000262260437,2911800
2023-04-11,0.6600000262260437,0.6629999876022339,0.6499999761581421,0.6539999842643738,0.6539999842643738,2121500
2023-04-12,0.675000011920929,0.6800000071525574,0.6359999775886536,0.6510000228881836,0.6510000228881836,2755600
2023-04-13,0.6499999761581421,0.6679999828338623,0.6499999761581421,0.6579999923706055,0.6579999923706055,2271500
2023-04-14,0.6600000262260437,0.6620000004768372,0.6399999856948853,0.640999972820282,0.640999972820282,3021400
