Date,Open,High,Low,Close,Adj Close,Volume
2023-03-21,1.5499999523162842,1.5499999523162842,1.4500000476837158,1.4500000476837158,1.4500000476837158,13000
2023-03-22,1.4500000476837158,1.4900000095367432,1.4500000476837158,1.4600000381469727,1.4600000381469727,7100
2023-03-23,1.4500000476837158,1.4700000286102295,1.440000057220459,1.4500000476837158,1.4500000476837158,20800
2023-03-24,1.4500000476837158,1.4500000476837158,1.4299999475479126,1.440000057220459,1.440000057220459,9400
2023-03-27,1.440000057220459,1.4800000190734863,1.4299999475479126,1.4700000286102295,1.4700000286102295,13700
2023-03-28,1.4800000190734863,1.4900000095367432,1.440000057220459,1.4600000381469727,1.4600000381469727,9300
2023-03-29,1.4500000476837158,1.5,1.4199999570846558,1.440000057220459,1.440000057220459,47000
2023-03-30,1.4199999570846558,1.4600000381469727,1.4199999570846558,1.4299999475479126,1.4299999475479126,14500
2023-03-31,1.4199999570846558,1.4900000095367432,1.4199999570846558,1.440000057220459,1.440000057220459,26200
2023-04-03,1.4600000381469727,1.4700000286102295,1.4500000476837158,1.4700000286102295,1.4700000286102295,10200
2023-04-04,1.5,1.5,1.4199999570846558,1.4199999570846558,1.4199999570846558,37700
2023-04-05,1.4299999475479126,1.440000057220459,1.399999976158142,1.409999966621399,1.409999966621399,27200
2023-04-06,1.3799999952316284,1.4600000381469727,1.3799999952316284,1.399999976158142,1.399999976158142,8800
2023-04-10,1.4299999475479126,1.4299999475479126,1.3799999952316284,1.409999966621399,1.409999966621399,15700
2023-04-11,1.399999976158142,1.4199999570846558,1.3700000047683716,1.3899999856948853,1.3899999856948853,24500
2023-04-12,1.3700000047683716,1.3899999856948853,1.309999942779541,1.3700000047683716,1.3700000047683716,78800
2023-04-13,1.309999942779541,1.3799999952316284,1.309999942779541,1.340000033378601,1.340000033378601,63900
2023-04-14,1.3200000524520874,1.350000023841858,1.309999942779541,1.350000023841858,1.350000023841858,64200
