Date,Open,High,Low,Close,Adj Close,Volume
2023-03-21,43.58000183105469,45.4900016784668,43.58000183105469,44.7400016784668,44.7400016784668,8229500
2023-03-22,44.810001373291016,44.95000076293945,42.80500030517578,42.849998474121094,42.849998474121094,7304300
2023-03-23,43.619998931884766,44.0,41.10499954223633,42.06999969482422,42.06999969482422,11859900
2023-03-24,44.279998779296875,44.84000015258789,42.888999938964844,43.43000030517578,43.43000030517578,14536900
2023-03-27,43.70000076293945,44.435001373291016,42.23500061035156,42.27000045776367,42.27000045776367,6444900
2023-03-28,42.0,42.58000183105469,41.459999084472656,41.849998474121094,41.849998474121094,6145900
2023-03-29,42.5099983215332,43.349998474121094,41.9900016784668,43.0099983215332,43.0099983215332,7406000
2023-03-30,43.63999938964844,44.09000015258789,42.69499969482422,43.11000061035156,43.11000061035156,7363100
2023-03-31,43.16999816894531,45.10499954223633,42.779998779296875,44.97999954223633,44.97999954223633,7957400
2023-04-03,44.45000076293945,46.5,44.27399826049805,46.41999816894531,46.41999816894531,11268500
2023-04-04,46.72999954223633,47.650001525878906,45.65999984741211,46.290000915527344,46.290000915527344,14233800
2023-04-05,45.52000045776367,46.05699920654297,44.33000183105469,45.38999938964844,45.38999938964844,8102500
2023-04-06,44.86000061035156,46.40999984741211,44.41999816894531,46.20000076293945,46.20000076293945,7228600
2023-04-10,45.33000183105469,46.47999954223633,44.439998626708984,46.43000030517578,46.43000030517578,9889600
2023-04-11,46.65999984741211,46.9900016784668,45.56999969482422,46.060001373291016,46.060001373291016,6452300
2023-04-12,47.04999923706055,47.650001525878906,45.06999969482422,45.20000076293945,45.20000076293945,8812500
2023-04-13,45.76499938964844,46.900001525878906,45.56999969482422,45.70000076293945,45.70000076293945,7538400
2023-04-14,45.400001525878906,46.119998931884766,44.939998626708984,45.70000076293945,45.70000076293945,5818600
