Date,Open,High,Low,Close,Adj Close,Volume
2023-03-21,1.4900000095367432,1.590000033378601,1.4809999465942383,1.5499999523162842,1.5499999523162842,67000
2023-03-22,1.559999942779541,1.6100000143051147,1.5299999713897705,1.559999942779541,1.559999942779541,102400
2023-03-23,1.5800000429153442,1.5800000429153442,1.3899999856948853,1.4500000476837158,1.4500000476837158,83500
2023-03-24,1.4199999570846558,1.5,1.409999966621399,1.4700000286102295,1.4700000286102295,74700
2023-03-27,1.4700000286102295,1.590000033378601,1.4600000381469727,1.5700000524520874,1.5700000524520874,134100
2023-03-28,1.5499999523162842,1.6380000114440918,1.5499999523162842,1.590000033378601,1.590000033378601,130600
2023-03-29,1.600000023841858,1.649999976158142,1.5800000429153442,1.6200000047683716,1.6200000047683716,57000
2023-03-30,1.649999976158142,1.690000057220459,1.590000033378601,1.6100000143051147,1.6100000143051147,102400
2023-03-31,1.590000033378601,1.6299999952316284,1.5199999809265137,1.5499999523162842,1.5499999523162842,43000
2023-04-03,1.5299999713897705,1.5700000524520874,1.5299999713897705,1.5399999618530273,1.5399999618530273,23100
2023-04-04,1.5199999809265137,1.5399999618530273,1.4709999561309814,1.5099999904632568,1.5099999904632568,50500
2023-04-05,1.5,1.590000033378601,1.5,1.5700000524520874,1.5700000524520874,66800
2023-04-06,1.5800000429153442,1.7200000286102295,1.5499999523162842,1.7200000286102295,1.7200000286102295,173900
2023-04-10,1.7100000381469727,1.899999976158142,1.6799999475479126,1.8899999856948853,1.8899999856948853,334100
2023-04-11,1.9199999570846558,1.9700000286102295,1.8300000429153442,1.9199999570846558,1.9199999570846558,259700
2023-04-12,1.940000057220459,2.0999999046325684,1.8700000047683716,2.0399999618530273,2.0399999618530273,339700
2023-04-13,2.009999990463257,2.0999999046325684,1.9500000476837158,1.9700000286102295,1.9700000286102295,226200
2023-04-14,1.9600000381469727,1.968999981880188,1.659999966621399,1.8600000143051147,1.8600000143051147,351500
