Date,Open,High,Low,Close,Adj Close,Volume
2023-03-21,0.47999998927116394,0.49000000953674316,0.44999998807907104,0.46000000834465027,0.46000000834465027,388800
2023-03-22,0.46000000834465027,0.49000000953674316,0.46000000834465027,0.49000000953674316,0.49000000953674316,511700
2023-03-23,0.5,0.5199999809265137,0.49000000953674316,0.5099999904632568,0.5099999904632568,730300
2023-03-24,0.5099999904632568,0.5099999904632568,0.49000000953674316,0.49000000953674316,0.49000000953674316,311100
2023-03-27,0.5,0.5,0.47999998927116394,0.49000000953674316,0.49000000953674316,283300
2023-03-28,0.5,0.5099999904632568,0.4399999976158142,0.5099999904632568,0.5099999904632568,541700
2023-03-29,0.5099999904632568,0.5099999904632568,0.49000000953674316,0.49000000953674316,0.49000000953674316,504900
2023-03-30,0.5,0.5,0.47999998927116394,0.47999998927116394,0.47999998927116394,514900
2023-03-31,0.47999998927116394,0.49000000953674316,0.4699999988079071,0.47999998927116394,0.47999998927116394,290800
2023-04-03,0.4699999988079071,0.5,0.4699999988079071,0.49000000953674316,0.49000000953674316,255100
2023-04-04,0.49000000953674316,0.5299999713897705,0.47999998927116394,0.5299999713897705,0.5299999713897705,921800
2023-04-05,0.5400000214576721,0.5400000214576721,0.5099999904632568,0.5299999713897705,0.5299999713897705,552900
2023-04-06,0.5299999713897705,0.5400000214576721,0.5199999809265137,0.5199999809265137,0.5199999809265137,343300
2023-04-10,0.5099999904632568,0.5199999809265137,0.5,0.5,0.5,303700
2023-04-11,0.5099999904632568,0.5400000214576721,0.5,0.5299999713897705,0.5299999713897705,565600
2023-04-12,0.5400000214576721,0.550000011920929,0.5199999809265137,0.550000011920929,0.550000011920929,724900
2023-04-13,0.550000011920929,0.5799999833106995,0.550000011920929,0.5699999928474426,0.5699999928474426,1285400
2023-04-14,0.550000011920929,0.5799999833106995,0.550000011920929,0.5699999928474426,0.5699999928474426,630300
