Date,Open,High,Low,Close,Adj Close,Volume
2023-03-21,0.5950000286102295,0.6600000262260437,0.593999981880188,0.652999997138977,0.652999997138977,1105800
2023-03-22,0.6549999713897705,0.6639999747276306,0.6320000290870667,0.6399999856948853,0.6399999856948853,609200
2023-03-23,0.6499999761581421,0.6700000166893005,0.6299999952316284,0.6449999809265137,0.6449999809265137,686600
2023-03-24,0.6370000243186951,0.6449999809265137,0.6200000047683716,0.6330000162124634,0.6330000162124634,268000
2023-03-27,0.6320000290870667,0.6499999761581421,0.6299999952316284,0.6439999938011169,0.6439999938011169,264700
2023-03-28,0.6449999809265137,0.6549999713897705,0.6209999918937683,0.6290000081062317,0.6290000081062317,388400
2023-03-29,0.6460000276565552,0.6499999761581421,0.6299999952316284,0.6499999761581421,0.6499999761581421,428500
2023-03-30,0.6499999761581421,0.6600000262260437,0.6330000162124634,0.6380000114440918,0.6380000114440918,401300
2023-03-31,0.6299999952316284,0.6600000262260437,0.6299999952316284,0.6399999856948853,0.6399999856948853,520600
2023-04-03,0.6399999856948853,0.6579999923706055,0.6309999823570251,0.6309999823570251,0.6309999823570251,429000
2023-04-04,0.640999972820282,0.6499999761581421,0.6299999952316284,0.6439999938011169,0.6439999938011169,453600
2023-04-05,0.6420000195503235,0.6499999761581421,0.6290000081062317,0.6299999952316284,0.6299999952316284,415600
2023-04-06,0.6370000243186951,0.6389999985694885,0.6100000143051147,0.6200000047683716,0.6200000047683716,762500
2023-04-10,0.6230000257492065,0.6899999976158142,0.6190000176429749,0.6890000104904175,0.6890000104904175,1674800
2023-04-11,0.7070000171661377,0.7300000190734863,0.6700000166893005,0.6850000023841858,0.6850000023841858,1757400
2023-04-12,0.6110000014305115,0.6320000290870667,0.5839999914169312,0.6000000238418579,0.6000000238418579,3892100
2023-04-13,0.6000000238418579,0.609000027179718,0.593999981880188,0.5979999899864197,0.5979999899864197,803800
2023-04-14,0.5950000286102295,0.6100000143051147,0.550000011920929,0.5550000071525574,0.5550000071525574,1942700
